,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last,name
670,leblanc,charles,641779,leblc001,leblach01,19813,2022.0,2022.0,charles leblanc-641779
671,leclerc,josé,600917,leclj001,leclejo01,14524,2016.0,2022.0,josé leclerc-600917
672,lee,dylan,669276,lee-d005,leedy01,19996,2021.0,2022.0,dylan lee-669276
673,lee,evan,681885,lee-e001,leeev01,24988,2022.0,2022.0,evan lee-681885
674,lee,khalil,666137,lee-k001,leekh01,19952,2021.0,2022.0,khalil lee-666137
675,lee,korey,686676,lee-k002,leeko01,25543,2022.0,2022.0,korey lee-686676
676,leiter,mark,643410,leitm002,leitema02,15551,2017.0,2022.0,mark leiter-643410
677,lemahieu,dj,518934,lemad001,lemahdj01,9874,2011.0,2022.0,dj lemahieu-518934
678,lemoine,jacob,621082,lemoj001,lemoija01,19785,2022.0,2022.0,jacob lemoine-621082
679,leon,sandy,506702,leons001,leonsa01,5273,2012.0,2022.0,sandy leon-506702
680,leone,dominic,608678,leond003,leonedo01,13763,2014.0,2022.0,dominic leone-608678
681,lewis,kyle,641786,lewik001,lewisky01,19508,2019.0,2022.0,kyle lewis-641786
682,lewis,royce,668904,lewir003,lewisro02,20437,2022.0,2022.0,royce lewis-668904
683,liberatore,matthew,669461,libem001,liberma01,22294,2022.0,2022.0,matthew liberatore-669461
684,lindor,francisco,596019,lindf001,lindofr01,12916,2015.0,2022.0,francisco lindor-596019
685,littell,zack,641793,littz001,litteza01,15823,2018.0,2022.0,zack littell-641793
686,llovera,mauricio,661440,llovm001,llovema01,20080,2020.0,2022.0,mauricio llovera-661440
687,loáisiga,jonathan,642528,loaij001,loaisjo01,19753,2018.0,2022.0,jonathan loáisiga-642528
688,locastro,tim,641796,locat001,locasti01,15124,2017.0,2022.0,tim locastro-641796
689,lodolo,nick,666157,lodon001,lodolni01,26378,2022.0,2022.0,nick lodolo-666157
690,logue,zach,656657,loguz001,logueza01,20231,2022.0,2022.0,zach logue-656657
691,long,sam,669674,longs002,longsa01,25379,2021.0,2022.0,sam long-669674
692,longoria,evan,446334,longe001,longoev01,9368,2008.0,2022.0,evan longoria-446334
693,lopes,christian,547173,lopec001,lopesch01,13472,2022.0,2022.0,christian lopes-547173
694,lopez,alejo,664670,lopea005,lopezal03,21127,2021.0,2022.0,alejo lopez-664670
695,lópez,jorge,605347,lopej004,lopezjo02,14527,2015.0,2022.0,jorge lópez-605347
696,lopez,nicky,670032,lopen001,lopezni01,19339,2019.0,2022.0,nicky lopez-670032
697,lópez,pablo,641154,lopep002,lopezpa01,17085,2018.0,2022.0,pablo lópez-641154
698,lópez,reynaldo,625643,loper003,lopezre01,16400,2016.0,2022.0,reynaldo lópez-625643
699,lópez,yoan,661255,lopey001,lopezyo01,17181,2018.0,2022.0,yoan lópez-661255
700,lorenzen,michael,547179,lorem002,lorenmi01,14843,2015.0,2022.0,michael lorenzen-547179
701,loup,aaron,571901,loupa001,loupaa01,10343,2012.0,2022.0,aaron loup-571901
702,lowe,brandon,664040,loweb001,lowebr01,18882,2018.0,2022.0,brandon lowe-664040
703,lowe,josh,666139,lowej002,lowejo01,19953,2021.0,2022.0,josh lowe-666139
704,lowe,nathaniel,663993,lowen001,lowena01,19566,2019.0,2022.0,nathaniel lowe-663993
705,lowrie,jed,476704,lowrj001,lowrije01,4418,2008.0,2022.0,jed lowrie-476704
706,lowther,zac,675912,lowtz001,lowthza01,20243,2021.0,2022.0,zac lowther-675912
707,luetge,lucas,476595,luetl001,luetglu01,8337,2012.0,2022.0,lucas luetge-476595
708,lugo,seth,607625,lugos001,lugose01,12447,2016.0,2022.0,seth lugo-607625
709,luplow,jordan,656669,luplj001,luplojo01,16424,2017.0,2022.0,jordan luplow-656669
710,lux,gavin,666158,lux-g001,luxga01,19955,2019.0,2022.0,gavin lux-666158
711,luzardo,jesús,666200,luzaj001,luzarje01,19959,2019.0,2022.0,jesús luzardo-666200
712,lyles,jordan,543475,lylej001,lylesjo01,7593,2011.0,2022.0,jordan lyles-543475
713,lynch,daniel,663738,lyncd001,lynchda02,21537,2021.0,2022.0,daniel lynch-663738
714,lynn,lance,458681,lynnl001,lynnla01,2520,2011.0,2022.0,lance lynn-458681
715,machado,andres,600921,macha003,machaan02,14681,2017.0,2022.0,andres machado-600921
716,machado,dixon,553988,machd001,machadi01,11472,2015.0,2022.0,dixon machado-553988
717,machado,manny,592518,machm001,machama01,11493,2012.0,2022.0,manny machado-592518
718,machín,vimael,605353,machv001,machivi01,17684,2020.0,2022.0,vimael machín-605353
719,mackinnon,david,676950,mackd001,mackida01,19625,2022.0,2022.0,david mackinnon-676950
720,madrigal,nick,663611,madrn001,madrini01,20521,2020.0,2022.0,nick madrigal-663611
721,madris,bligh,676632,madrb002,madribl01,20054,2022.0,2022.0,bligh madris-676632
722,mahle,tyler,641816,mahlt001,mahlety01,16358,2017.0,2022.0,tyler mahle-641816
723,maile,luke,571912,maill001,mailelu01,13355,2015.0,2022.0,luke maile-571912
724,maldonado,martín,455117,maldm001,maldoma01,6887,2011.0,2022.0,martín maldonado-455117
725,manaea,sean,640455,manas001,manaese01,15873,2016.0,2022.0,sean manaea-640455
726,mancini,trey,641820,manct001,mancitr01,15149,2016.0,2022.0,trey mancini-641820
727,manning,matt,666159,mannm001,mannima02,20369,2021.0,2022.0,matt manning-666159
728,manoah,alek,666201,manoa001,manoaal01,26410,2021.0,2022.0,alek manoah-666201
729,mantiply,joe,573009,mantj002,mantijo01,14857,2016.0,2022.0,joe mantiply-573009
730,marcano,tucupita,672779,marct001,marcatu01,22871,2021.0,2022.0,tucupita marcano-672779
731,margot,manuel,622534,margm001,margoma01,14712,2016.0,2022.0,manuel margot-622534
732,marinaccio,ron,676760,marir001,marinro01,23488,2022.0,2022.0,ron marinaccio-676760
733,marisnick,jake,545350,marij002,marisja01,11339,2013.0,2022.0,jake marisnick-545350
734,markel,parker,571917,markp001,markepa01,12106,2019.0,2022.0,parker markel-571917
735,márquez,germán,608566,marqg001,marquge01,15038,2016.0,2022.0,germán márquez-608566
736,marsh,brandon,669016,marsb002,marshbr02,20202,2021.0,2022.0,brandon marsh-669016
737,marte,jose,665896,martj010,martejo01,21761,2021.0,2022.0,jose marte-665896
738,marte,ketel,606466,martk001,marteke01,13613,2015.0,2022.0,ketel marte-606466
739,marte,starling,516782,marts002,martest01,9241,2012.0,2022.0,starling marte-516782
740,marte,yunior,628708,marty001,marteyu01,14416,2022.0,2022.0,yunior marte-628708
741,martin,brett,656685,martb002,martibr01,17369,2019.0,2022.0,brett martin-656685
742,martin,chris,455119,martc007,martich02,11847,2014.0,2022.0,chris martin-455119
743,martin,corbin,656686,martc009,martico02,19884,2019.0,2022.0,corbin martin-656686
744,martin,davis,663436,martd006,martida03,21448,2022.0,2022.0,davis martin-663436
745,martin,richie,621006,martr006,martiri01,17736,2019.0,2022.0,richie martin-621006
746,martinez,adrián,661309,marta006,martiad01,21023,2022.0,2022.0,adrián martinez-661309
747,martinez,j. d.,502110,martj006,martijd02,6184,2011.0,2022.0,j. d. martinez-502110
748,martinez,nick,607259,martn002,martini01,12730,2014.0,2022.0,nick martinez-607259
749,martinez,seth,661527,marts003,martise01,21045,2021.0,2022.0,seth martinez-661527
750,massey,michael,686681,massm001,massemi02,27684,2022.0,2022.0,michael massey-686681
751,mateo,jorge,622761,matej003,mateojo01,17273,2020.0,2022.0,jorge mateo-622761
752,mathias,mark,664029,mathm002,mathima01,18032,2020.0,2022.0,mark mathias-664029
753,matijevic,j. j.,656695,matij001,matijjj01,20165,2022.0,2022.0,j. j. matijevic-656695
754,maton,nick,665155,maton001,matonni01,21635,2021.0,2022.0,nick maton-665155
755,maton,phil,664208,matop002,matonph01,18064,2017.0,2022.0,phil maton-664208
756,matz,steven,571927,matzs001,matzst01,13361,2015.0,2022.0,steven matz-571927
757,matzek,tyler,554431,matzt001,matzety01,10058,2014.0,2022.0,tyler matzek-554431
758,may,trevor,543507,may-t001,maytr01,6398,2014.0,2022.0,trevor may-543507
759,mayers,mike,594577,mayem001,mayermi01,15451,2016.0,2022.0,mike mayers-594577
760,mayfield,jack,608686,mayfj001,mayfija01,15402,2019.0,2022.0,jack mayfield-608686
761,mayza,tim,641835,mayzt001,mayzati01,15042,2017.0,2022.0,tim mayza-641835
762,mazara,nomar,608577,mazan001,mazarno01,14553,2016.0,2022.0,nomar mazara-608577
763,mazeika,patrick,664850,mazep001,mazeipa01,18142,2021.0,2022.0,patrick mazeika-664850
764,mazza,chris,607391,mazzc002,mazzach01,14151,2019.0,2022.0,chris mazza-607391
765,mccann,james,543510,mccaj001,mccanja02,12859,2014.0,2022.0,james mccann-543510
766,mccarthy,jake,664983,mccaj003,mccarja02,21622,2021.0,2022.0,jake mccarthy-664983
767,mccarty,kirk,668948,mccak003,mccarki01,20555,2022.0,2022.0,kirk mccarty-668948
768,mcclanahan,shane,663556,mccls003,mcclash01,21483,2021.0,2022.0,shane mcclanahan-663556
769,mccormick,chas,676801,mccoc001,mccorch01,19599,2021.0,2022.0,chas mccormick-676801
770,mccutchen,andrew,457705,mccua001,mccutan01,9847,2009.0,2022.0,andrew mccutchen-457705
771,mcdonald,mickey,676782,mcdom002,mcdonmi01,20533,2022.0,2022.0,mickey mcdonald-676782
772,mcfarland,t. j.,519008,mcfat001,mcfartj01,3237,2013.0,2022.0,t. j. mcfarland-519008
773,mcgee,jake,459429,mcgej001,mcgeeja01,7550,2010.0,2022.0,jake mcgee-459429
774,mcguire,reese,624512,mcgur002,mcguire01,15674,2018.0,2022.0,reese mcguire-624512
775,mchugh,collin,543521,mchuc001,mchugco01,7531,2012.0,2022.0,collin mchugh-543521
776,mckay,david,641853,mckad001,mckayda02,19814,2019.0,2022.0,david mckay-641853
777,mckenna,ryan,663630,mcker001,mckenry01,19928,2021.0,2022.0,ryan mckenna-663630
778,mckenzie,triston,663474,mcket001,mckentr01,18000,2020.0,2022.0,triston mckenzie-663474
779,mckinney,billy,641856,mckib001,mckinbi01,15654,2018.0,2022.0,billy mckinney-641856
780,mckinstry,zach,656716,mckiz001,mckinza01,19392,2020.0,2022.0,zach mckinstry-656716
781,mcmahon,ryan,641857,mcmar001,mcmahry01,15112,2017.0,2022.0,ryan mcmahon-641857
782,mcneil,jeff,643446,mcnej002,mcneije01,15362,2018.0,2022.0,jeff mcneil-643446
783,meadows,austin,640457,meada001,meadoau01,15672,2018.0,2022.0,austin meadows-640457
784,means,john,607644,meanj001,meansjo01,16269,2018.0,2022.0,john means-607644
785,medina,adonis,658431,media001,medinad01,19903,2020.0,2022.0,adonis medina-658431
786,megill,trevor,656730,megit001,megiltr01,17722,2021.0,2022.0,trevor megill-656730
787,megill,tylor,656731,megit002,megilty01,21318,2021.0,2022.0,tylor megill-656731
788,mejía,francisco,642336,mejif001,mejiafr01,16403,2017.0,2022.0,francisco mejía-642336
789,mejía,j. c.,650496,mejij002,mejiaje02,20617,2021.0,2022.0,j. c. mejía-650496
790,melancon,mark,453343,melam001,melanma01,4264,2009.0,2022.0,mark melancon-453343
791,melendez,mj,669004,melem001,melenmj01,22197,2022.0,2022.0,mj melendez-669004
792,mendick,danny,664901,mendd002,mendida01,18889,2019.0,2022.0,danny mendick-664901
793,meneses,joey,608841,menej001,menesjo01,14366,2022.0,2022.0,joey meneses-608841
794,menez,conner,669214,menec001,menezco01,19199,2019.0,2022.0,conner menez-669214
795,mengden,daniel,596043,mengd001,mengdda01,16980,2016.0,2022.0,daniel mengden-596043
796,mercado,oscar,640458,merco003,mercaos01,16375,2019.0,2022.0,oscar mercado-640458
797,mercedes,yermín,606213,mercy001,merceye01,17423,2020.0,2022.0,yermín mercedes-606213
798,merrifield,whit,593160,merrw001,merriwh01,11281,2016.0,2022.0,whit merrifield-593160
799,merryweather,julian,657240,merrj001,merryju01,16703,2020.0,2022.0,julian merryweather-657240
800,meyer,max,676974,meyem001,meyerma01,27474,2022.0,2022.0,max meyer-676974
801,meyers,jake,676694,meyej002,meyerja02,20308,2021.0,2022.0,jake meyers-676694
802,middleton,keynan,641871,middk001,middlke01,15264,2017.0,2022.0,keynan middleton-641871
803,mikolas,miles,571945,mikom001,mikolmi01,9803,2012.0,2022.0,miles mikolas-571945
804,miley,wade,489119,milew001,mileywa01,8779,2011.0,2022.0,wade miley-489119
805,miller,brad,543543,millb002,millebr02,12775,2013.0,2022.0,brad miller-543543
806,miller,owen,680911,millo002,milleow01,24655,2021.0,2022.0,owen miller-680911
807,miller,tyson,668338,millt003,millety01,19976,2020.0,2022.0,tyson miller-668338
808,mills,alec,621219,milla003,millsal02,13834,2016.0,2022.0,alec mills-621219
809,mills,wyatt,670090,millw002,millswy01,20010,2021.0,2022.0,wyatt mills-670090
810,milner,hoby,571948,milnh001,milneho01,13346,2017.0,2022.0,hoby milner-571948
811,milone,tommy,543548,milot001,milonto01,7608,2011.0,2022.0,tommy milone-543548
812,minaya,juan,573668,minaj001,minayju01,10341,2016.0,2022.0,juan minaya-573668
813,minor,mike,501985,minom001,minormi01,10021,2010.0,2022.0,mike minor-501985
814,minter,a. j.,621345,minta001,minteaj01,18655,2017.0,2022.0,a. j. minter-621345
815,miranda,jose,669304,miraj002,miranjo01,20538,2022.0,2022.0,jose miranda-669304
816,misiewicz,anthony,664948,misia001,misiean01,18152,2020.0,2022.0,anthony misiewicz-664948
817,mitchell,cal,668751,mitcc002,mitchca01,22169,2022.0,2022.0,cal mitchell-668751
818,mize,casey,663554,mizec001,mizeca01,20492,2020.0,2022.0,casey mize-663554
819,molina,yadier,425877,moliy001,molinya01,7007,2004.0,2022.0,yadier molina-425877
820,moll,sam,594580,molls001,mollsa01,14874,2017.0,2022.0,sam moll-594580
821,moncada,yoán,660162,moncy001,moncayo01,17232,2016.0,2022.0,yoán moncada-660162
822,mondesí,adalberto,609275,mondr003,mondera02,13769,2016.0,2022.0,adalberto mondesí-609275
823,moniak,mickey,666160,monim001,moniami01,19956,2020.0,2022.0,mickey moniak-666160
824,montas,frankie,593423,montf001,montafr02,14309,2015.0,2022.0,frankie montas-593423
825,montero,elehuris,660707,monte001,monteel01,20543,2022.0,2022.0,elehuris montero-660707
826,montero,rafael,606160,montr004,montera01,12760,2014.0,2022.0,rafael montero-606160
827,montgomery,jordan,656756,montj004,montgjo01,16511,2017.0,2022.0,jordan montgomery-656756
828,moore,dylan,664238,moord002,mooredy01,18042,2019.0,2022.0,dylan moore-664238
829,moore,matt,519043,moorm003,moorema02,1890,2011.0,2022.0,matt moore-519043
830,morales,francisco,672839,moraf002,moralfr02,22913,2022.0,2022.0,francisco morales-672839
831,moran,brian,572383,morab001,moranbr01,9646,2019.0,2022.0,brian moran-572383
832,moran,colin,592567,morac001,moranco01,16909,2016.0,2022.0,colin moran-592567
833,moran,jovani,663558,moraj003,moranjo01,20422,2021.0,2022.0,jovani moran-663558
834,morejón,adrián,670970,morea001,morejad01,20039,2019.0,2022.0,adrián morejón-670970
835,morel,christopher,666624,morec001,morelch01,21897,2022.0,2022.0,christopher morel-666624
836,moreno,gabriel,672515,moreg001,morenga01,22664,2022.0,2022.0,gabriel moreno-672515
837,moreta,dauri,664294,mored002,moretda01,21101,2021.0,2022.0,dauri moreta-664294
838,morgan,eli,669212,morge001,morgael01,20203,2021.0,2022.0,eli morgan-669212
839,moronta,reyes,606625,moror001,moronre01,14966,2017.0,2022.0,reyes moronta-606625
840,morton,charlie,450203,mortc002,mortoch02,4676,2008.0,2022.0,charlie morton-450203
841,motter,taylor,600301,mottt001,motteta01,12399,2016.0,2022.0,taylor motter-600301
842,mountcastle,ryan,663624,mounr001,mountry01,18373,2020.0,2022.0,ryan mountcastle-663624
843,moustakas,mike,519058,mousm001,moustmi01,4892,2011.0,2022.0,mike moustakas-519058
844,muller,kyle,666205,mullk001,mulleky01,20167,2021.0,2022.0,kyle muller-666205
845,mullins,cedric,656775,mullc002,mullice01,17929,2018.0,2022.0,cedric mullins-656775
846,muncy,max,571970,muncm001,muncyma01,13301,2015.0,2022.0,max muncy-571970
847,muñoz,andrés,662253,munoa002,munozan01,20373,2019.0,2022.0,andrés muñoz-662253
848,munoz,yairo,622168,munoy001,munozya01,16313,2018.0,2022.0,yairo munoz-622168
849,murfee,penn,682171,murfp001,murfepe01,25174,2022.0,2022.0,penn murfee-682171
850,murphy,patrick,641907,murpp001,murphpa02,19712,2020.0,2022.0,patrick murphy-641907
851,murphy,sean,669221,murps001,murphse01,19352,2019.0,2022.0,sean murphy-669221
852,murphy,tom,608596,murpt002,murphto04,13499,2015.0,2022.0,tom murphy-608596
853,musgrove,joe,605397,musgj001,musgrjo01,12970,2016.0,2022.0,joe musgrove-605397
854,mushinski,parker,656786,mushp001,mushipa01,21324,2022.0,2022.0,parker mushinski-656786
855,muzziotti,símon,665922,muzzs001,muzzisi01,19553,2022.0,2022.0,símon muzziotti-665922
856,myers,wil,571976,myerw001,myerswi01,10047,2013.0,2022.0,wil myers-571976
857,naile,james,664942,nailj001,naileja01,18186,2022.0,2022.0,james naile-664942
858,nance,tommy,667297,nanct001,nanceto01,19178,2021.0,2022.0,tommy nance-667297
859,naquin,tyler,571980,naqut001,naquity01,13359,2016.0,2022.0,tyler naquin-571980
860,narváez,omar,553882,narvo001,narvaom01,13338,2016.0,2022.0,omar narváez-553882
861,naughton,packy,676050,naugp001,naughpa01,23292,2021.0,2022.0,packy naughton-676050
862,naylor,josh,647304,naylj001,naylojo01,18839,2019.0,2022.0,josh naylor-647304
863,neidert,nick,663734,neidn001,neideni01,18699,2020.0,2022.0,nick neidert-663734
864,nelson,kyle,669459,nelsk001,nelsoky01,20515,2020.0,2022.0,kyle nelson-669459
865,nelson,nick,656793,nelsn001,nelsoni01,20153,2020.0,2022.0,nick nelson-656793
866,neris,héctor,593576,nerih001,nerishe01,11804,2014.0,2022.0,héctor neris-593576
867,neuse,sheldon,641914,neuss001,neusesh01,19635,2019.0,2022.0,sheldon neuse-641914
868,nevin,tyler,663527,nevit001,nevinty01,17893,2021.0,2022.0,tyler nevin-663527
869,newcomb,sean,656794,newcs001,newcose01,16943,2017.0,2022.0,sean newcomb-656794
870,newman,kevin,621028,newmk001,newmake01,17696,2018.0,2022.0,kevin newman-621028
871,nido,tomás,621512,nidot001,nidoto01,13755,2017.0,2022.0,tomás nido-621512
872,nimmo,brandon,607043,nimmb001,nimmobr01,12927,2016.0,2022.0,brandon nimmo-607043
873,nogosek,stephen,668665,nogos001,nogosst01,19545,2019.0,2022.0,stephen nogosek-668665
874,nola,aaron,605400,nolaa001,nolaaa01,16149,2015.0,2022.0,aaron nola-605400
875,nola,austin,543592,nolaa002,nolaau01,15941,2019.0,2022.0,austin nola-543592
876,nootbaar,lars,663457,nootl001,nootbla01,21454,2021.0,2022.0,lars nootbaar-663457
877,norris,daniel,596057,norrd002,norrida01,13475,2014.0,2022.0,daniel norris-596057
878,norwood,james,656803,norwj001,norwoja01,16440,2018.0,2022.0,james norwood-656803
879,nuñez,dom,624513,nuned001,nunezdo01,15055,2019.0,2022.0,dom nuñez-624513
880,o'brien,riley,676617,obrir001,obrieri01,20348,2021.0,2022.0,riley o'brien-676617
881,o'day,darren,503285,odayd001,odayda01,3321,2008.0,2022.0,darren o'day-503285
882,o'hearn,ryan,656811,ohear001,ohearry01,16442,2018.0,2022.0,ryan o'hearn-656811
883,o'neill,tyler,641933,oneit001,oneilty01,15711,2018.0,2022.0,tyler o'neill-641933
884,ober,bailey,641927,oberb002,oberba01,21224,2021.0,2022.0,bailey ober-641927
885,odor,rougned,596059,odorr001,odorro01,12282,2014.0,2022.0,rougned odor-596059
886,odorizzi,jake,543606,odorj001,odorija01,6397,2012.0,2022.0,jake odorizzi-543606
887,ogando,cristofer,642657,oganc001,ogandcr01,20667,2022.0,2022.0,cristofer ogando-642657
888,ohtani,shohei,660271,ohtas001,ohtansh01,19755,2018.0,2022.0,shohei ohtani-660271
889,okert,steven,595345,okers001,okertst01,13580,2016.0,2022.0,steven okert-595345
890,okey,chris,608360,okeyc001,okeych01,19245,2022.0,2022.0,chris okey-608360
891,olivares,edward,658668,olive001,olivaed02,19698,2020.0,2022.0,edward olivares-658668
892,oller,adam,670124,ollea001,ollerad01,20132,2022.0,2022.0,adam oller-670124
893,olson,matt,621566,olsom001,olsonma02,14344,2016.0,2022.0,matt olson-621566
894,ort,kaleb,672391,ort-k001,ortka01,20061,2021.0,2022.0,kaleb ort-672391
895,ortega,oliver,661383,orteo001,ortegol01,21025,2021.0,2022.0,oliver ortega-661383
896,ortega,rafael,542364,orter001,ortegra01,10323,2012.0,2022.0,rafael ortega-542364
897,ottavino,adam,493603,ottaa001,ottavad01,1247,2010.0,2022.0,adam ottavino-493603
898,otto,glenn,657248,ottog001,ottogl01,21366,2021.0,2022.0,glenn otto-657248
899,outman,james,681546,outmj002,outmaja01,24770,2022.0,2022.0,james outman-681546
900,overton,connor,656818,overc001,overtco01,18376,2021.0,2022.0,connor overton-656818
901,oviedo,johan,670912,oviej001,oviedjo01,22487,2020.0,2022.0,johan oviedo-670912
902,owings,chris,572008,owinc001,owingch01,10030,2013.0,2022.0,chris owings-572008
903,ozuna,marcell,542303,ozunm001,ozunama01,10324,2013.0,2022.0,marcell ozuna-542303
904,pache,cristian,665506,pachc001,pachecr01,19948,2020.0,2022.0,cristian pache-665506
905,paddack,chris,663978,paddc001,paddach01,20099,2019.0,2022.0,chris paddack-663978
906,padlo,kevin,656821,padlk001,padloke01,16593,2021.0,2022.0,kevin padlo-656821
907,pagán,emilio,641941,pagae001,paganem01,14771,2017.0,2022.0,emilio pagán-641941
908,palacios,jermaine,650339,palaj002,palacje01,18371,2022.0,2022.0,jermaine palacios-650339
909,palacios,josh,641943,palaj001,palacjo01,19818,2021.0,2022.0,josh palacios-641943
910,palacios,richie,680700,palar002,palacri01,24589,2022.0,2022.0,richie palacios-680700
911,pallante,andre,669467,palla001,pallaan01,26108,2022.0,2022.0,andre pallante-669467
912,papierski,michael,657709,papim001,papiemi01,21386,2022.0,2022.0,michael papierski-657709
913,paredes,enoli,660600,paree003,pareden01,20447,2020.0,2022.0,enoli paredes-660600
914,paredes,isaac,670623,parei001,paredis01,20036,2020.0,2022.0,isaac paredes-670623
915,park,hoy,660829,parkh001,parkho01,18027,2021.0,2022.0,hoy park-660829
916,pasquantino,vinnie,686469,pasqv001,pasquvi01,27676,2022.0,2022.0,vinnie pasquantino-686469
917,patiño,luis,672715,patil001,patinlu01,22815,2020.0,2022.0,luis patiño-672715
918,patton,spencer,607359,patts002,pattosp01,12361,2014.0,2022.0,spencer patton-607359
919,payamps,joel,606303,payaj001,payamjo01,14332,2019.0,2022.0,joel payamps-606303
920,peacock,matt,676840,peacm001,peacoma01,20339,2021.0,2022.0,matt peacock-676840
921,pederson,joc,592626,pedej001,pederjo01,11899,2014.0,2022.0,joc pederson-592626
922,peguero,elvis,665625,pegue001,pegueel01,21652,2021.0,2022.0,elvis peguero-665625
923,peguero,liover,678894,pegul001,pegueli01,24273,2022.0,2022.0,liover peguero-678894
924,peña,jeremy,665161,penaj004,penaje02,21636,2022.0,2022.0,jeremy peña-665161
925,pepiot,ryan,686752,pepir001,pepiory01,26221,2022.0,2022.0,ryan pepiot-686752
926,peralta,david,444482,perad001,peralda01,2136,2014.0,2022.0,david peralta-444482
927,peralta,freddy,642547,peraf001,peralfr01,18679,2018.0,2022.0,freddy peralta-642547
928,peralta,wandy,593974,peraw002,peralwa01,14295,2016.0,2022.0,wandy peralta-593974
929,peralta,wily,503449,peraw001,peralwi01,7738,2012.0,2022.0,wily peralta-503449
930,perdomo,geraldo,672695,perdg001,perdoge01,22799,2021.0,2022.0,geraldo perdomo-672695
931,perdomo,luis,606131,perdl002,perdolu02,14682,2016.0,2022.0,luis perdomo-606131
932,pérez,cionel,672335,perec004,perezci01,19614,2018.0,2022.0,cionel pérez-672335
933,perez,francisco,660906,peref002,perezfr01,21018,2021.0,2022.0,francisco perez-660906
934,perez,joe,669309,perej003,perezjo02,22254,2022.0,2022.0,joe perez-669309
935,pérez,martín,527048,perem004,perezma02,6902,2012.0,2022.0,martín pérez-527048
936,perez,michael,605421,perem005,perezmi03,12977,2018.0,2022.0,michael perez-605421
937,pérez,oliver,424144,pereo002,perezol01,1514,2002.0,2022.0,oliver pérez-424144
938,perez,roberto,547379,perer003,perezro02,2900,2014.0,2022.0,roberto perez-547379
939,perez,salvador,521692,peres002,perezsa02,7304,2011.0,2022.0,salvador perez-521692
940,peters,dillon,596071,peted001,peterdi01,18790,2017.0,2022.0,dillon peters-596071
941,peterson,david,656849,peted003,peterda01,20302,2020.0,2022.0,david peterson-656849
942,peterson,jace,607054,petej002,peterja01,12325,2014.0,2022.0,jace peterson-607054
943,pham,tommy,502054,phamt001,phamth01,2967,2014.0,2022.0,tommy pham-502054
944,phelps,david,475479,pheld001,phelpda01,6316,2012.0,2022.0,david phelps-475479
945,phillips,brett,621433,philb002,phillbr02,14735,2017.0,2022.0,brett phillips-621433
946,phillips,evan,623465,phile001,phillev01,17734,2018.0,2022.0,evan phillips-623465
947,pilkington,konnor,663455,pilkk001,pilkiko01,21453,2022.0,2022.0,konnor pilkington-663455
948,pillar,kevin,607680,pillk001,pillake01,12434,2013.0,2022.0,kevin pillar-607680
949,piña,manny,444489,pinam001,pinama01,2829,2011.0,2022.0,manny piña-444489
950,pinder,chad,640461,pindc001,pindech01,15191,2016.0,2022.0,chad pinder-640461
951,pineda,michael,501381,pinem001,pinedmi01,5372,2011.0,2022.0,michael pineda-501381
952,pinto,rené,650907,pintr003,pintore02,19859,2022.0,2022.0,rené pinto-650907
953,piscotty,stephen,572039,piscs001,piscost01,13367,2015.0,2022.0,stephen piscotty-572039
954,pivetta,nick,601713,piven001,pivetni01,15454,2017.0,2022.0,nick pivetta-601713
955,plawecki,kevin,608700,plawk001,plaweke01,13807,2015.0,2022.0,kevin plawecki-608700
956,plesac,zach,668676,plesz001,plesaza01,19979,2019.0,2022.0,zach plesac-668676
957,plummer,nick,663911,plumn001,plummni01,18690,2022.0,2022.0,nick plummer-663911
958,poche,colin,621363,pochc001,pocheco01,19403,2019.0,2022.0,colin poche-621363
959,polanco,jorge,593871,polaj001,polanjo01,13152,2014.0,2022.0,jorge polanco-593871
960,pollock,aj,572041,polla001,polloaj01,9256,2012.0,2022.0,aj pollock-572041
961,pop,zach,647315,pop-z001,popza01,20185,2021.0,2022.0,zach pop-647315
962,poppen,sean,664092,popps001,poppese01,19583,2019.0,2022.0,sean poppen-664092
963,poteet,cody,547001,potec001,poteeco01,18769,2021.0,2022.0,cody poteet-547001
964,pratto,nick,668472,pratn001,prattni01,22117,2022.0,2022.0,nick pratto-668472
965,pressly,ryan,519151,presr001,pressry01,7005,2013.0,2022.0,ryan pressly-519151
966,price,david,456034,pricd001,priceda01,3184,2008.0,2022.0,david price-456034
967,profar,jurickson,595777,profj001,profaju01,10815,2012.0,2022.0,jurickson profar-595777
968,pruitt,austin,643493,pruia001,pruitau01,15290,2017.0,2022.0,austin pruitt-643493
969,pujols,albert,405395,pujoa001,pujolal01,1177,2001.0,2022.0,albert pujols-405395
970,puk,a. j.,640462,puk-a001,pukaj01,19343,2019.0,2022.0,a. j. puk-640462
971,quantrill,cal,615698,quanc001,quantca01,19312,2019.0,2022.0,cal quantrill-615698
972,quijada,josé,650671,quijj001,quijajo01,19200,2019.0,2022.0,josé quijada-650671
973,quinn,roman,596451,quinr003,quinnro01,13546,2016.0,2022.0,roman quinn-596451
974,quintana,josé,500779,quinj001,quintjo01,11423,2012.0,2022.0,josé quintana-500779
975,rainey,tanner,663432,raint003,raineta01,17610,2018.0,2022.0,tanner rainey-663432
976,raleigh,cal,663728,ralec001,raleica01,21534,2021.0,2022.0,cal raleigh-663728
